ordered_item_id(pk),order_id,product_id,quantity,unit_price
1026,1068,148,3,12.99
2049,1068,155,2,379.99
10023,1069,208,7,24.99
8079,1070,260,6,44.99
4111,1071,214,4,24.99
2038,1072,122,6,27.99
10024,1073,151,5,69.99
4782,1074,41,3,15
386,1075,210,4,17.99
5028,1075,233,1,24.99
8317,1076,55,6,18.99
3261,1077,64,1,31.99
5471,1078,245,5,24.99
6139,1079,245,3,24.99
8175,1079,20,2,59.99
9594,1079,255,5,24.99
9264,1080,83,6,7.49
6039,1081,3,6,76.99
3607,1082,138,6,33.99
4874,1082,227,1,24.99
2679,1083,157,2,69.99
10025,1084,59,2,59.99
3900,1085,42,1,15
4480,1085,113,1,9.99
5114,1085,260,4,44.99
8973,1085,108,4,9.99
10026,1086,185,8,24.99
5906,1087,218,4,12.99
79,1088,256,4,24.99
10027,1089,110,7,8.99
1874,1090,83,5,7.49
7561,1091,167,1,69.99
10028,1092,150,7,33.99
1029,1093,159,7,69.99
3887,1094,175,1,379.99
4590,1095,123,3,27.99
10029,1096,53,2,59.99
4614,1097,160,4,199.99
4753,1097,263,4,24.99
8237,1098,243,5,24.99
10030,1099,139,4,33.99
1710,1100,207,3,24.99
8757,1100,77,4,42.99
10031,1101,3,8,76.99
10032,1102,74,8,7.49
3268,1103,9,3,59.99
10033,1104,103,5,7.49
10034,1105,192,8,24.99
3080,1106,199,8,24.99
6777,1106,86,5,31.99
10035,1107,36,7,18.99
10036,1108,1,8,18.99
10037,1109,113,2,9.99
10038,1110,210,4,17.99
10039,1111,161,6,199.99
4208,1112,219,7,24.99
6647,1112,61,7,19.99
1411,1113,178,1,69.99
529,1114,59,3,59.99
4931,1114,140,1,33.99
2840,1115,246,7,44.99
1315,1116,244,3,24.99
2862,1117,106,7,27.99
4579,1117,120,5,9.99
10040,1118,191,6,12.99
10041,1119,196,4,44.99
10042,1120,136,7,15.99
10043,1121,203,4,44.99
8524,1122,119,3,9.99
10044,1123,192,8,24.99
2201,1124,38,4,18.99
2576,1124,263,7,24.99
4231,1125,55,8,18.99
10045,1126,255,8,24.99
10046,1127,216,1,24.99
672,1128,159,7,69.99
4438,1128,205,2,24.99
7049,1128,5,8,21.99
4347,1129,190,5,44.99
10047,1130,15,3,15
10048,1131,236,2,12.99
10049,1132,106,1,27.99
5561,1133,174,6,199.99
10050,1134,271,8,24.99
10051,1135,159,5,69.99
10052,1136,199,7,24.99
4024,1137,51,3,5.49
10053,1138,100,8,19.99
3085,1139,39,5,59.99
7605,1139,19,4,21.99
10054,1140,270,3,24.99
8726,1141,162,7,199.99
2712,1142,111,5,8.99
3445,1142,110,2,8.99
10055,1143,126,6,27.99
10056,1144,73,4,31.99
4934,1145,64,7,31.99
2762,1146,51,7,5.49
3242,1146,60,1,31.99
5311,1146,95,2,11.99
3809,1147,57,5,76.99
5025,1147,3,8,76.99
10057,1148,158,7,379.99
2395,1149,90,6,11.99
10058,1150,259,8,12.99
4491,1151,265,5,24.99
5558,1151,262,1,24.99
10059,1152,64,2,31.99
2734,1153,10,4,5.49
10060,1154,229,2,12.99
8991,1155,154,1,379.99
3334,1156,118,4,8.99
7487,1157,250,6,24.99
8661,1157,137,3,15.99
10061,1158,39,7,59.99
7849,1159,141,2,33.99
5621,1160,99,7,19.99
4378,1161,9,2,59.99
9716,1162,25,2,21.99
1677,1163,126,1,27.99
3037,1164,224,7,24.99
7390,1164,197,3,24.99
10062,1165,156,6,199.99
9765,1166,140,4,33.99
7095,1167,110,7,8.99
7481,1168,59,7,59.99
7647,1168,125,4,9.99
8619,1169,258,8,24.99
10063,1170,83,2,7.49
10064,1171,107,8,84.99
3090,1172,92,3,42.99
408,1173,170,5,379.99
1867,1174,252,5,16.99
6090,1175,229,3,12.99
9082,1175,127,5,9.99
1488,1176,17,4,5.49
4978,1176,228,7,24.99
8868,1176,195,5,24.99
695,1177,77,8,42.99
10065,1178,1,6,18.99
2629,1179,172,8,379.99
3412,1180,52,6,21.99
10066,1181,151,3,69.99
10067,1182,28,7,15
6033,1183,266,4,24.99
7039,1183,70,6,31.99
10068,1184,111,8,8.99
2621,1185,6,6,18.99
4199,1185,24,6,59.99
8941,1185,31,3,18.99
5383,1186,83,4,7.49
1027,1187,91,7,19.99
4697,1187,7,1,59.99
4897,1187,207,6,24.99
9413,1188,24,8,59.99
9545,1188,2,8,21.99
10069,1189,24,7,59.99
204,1190,147,4,15.99
8671,1190,222,2,12.99
3565,1191,250,5,24.99
6667,1192,278,1,12.99
6757,1192,16,1,21.99
1814,1193,63,6,42.99
6342,1193,115,1,8.99
5821,1194,153,2,199.99
2316,1195,165,3,379.99
8958,1195,190,5,44.99
9270,1195,259,8,12.99
10070,1196,32,4,76.99
9382,1197,86,2,31.99
10071,1198,115,2,8.99
3101,1199,273,5,24.99
4962,1200,91,2,19.99
1392,1201,15,4,15
10072,1202,107,3,84.99
10073,1203,104,1,19.99
771,1204,91,1,19.99
7621,1205,177,6,379.99
10074,1206,22,3,18.99
3063,1207,70,2,31.99
10075,1208,199,6,24.99
10076,1209,149,8,33.99
7808,1210,134,2,33.99
10077,1211,278,1,12.99
10078,1212,100,5,19.99
4219,1213,217,3,24.99
7957,1213,152,7,199.99
3432,1214,202,5,17.99
1138,1215,112,4,84.99
4341,1215,73,8,31.99
10079,1216,140,6,33.99
757,1217,10,3,5.49
1125,1217,182,4,379.99
616,1218,8,3,21.99
6832,1218,195,3,24.99
10080,1219,24,8,59.99
10081,1220,151,4,69.99
10082,1221,207,3,24.99
10083,1222,50,7,15
5182,1223,235,4,16.99
10084,1224,128,8,12.99
10085,1225,90,3,11.99
2569,1226,155,8,379.99
3937,1226,19,3,21.99
4521,1227,227,8,24.99
5419,1227,248,3,24.99
10086,1228,121,5,27.99
10087,1229,175,1,379.99
10088,1230,55,8,18.99
9394,1231,234,2,17.99
10089,1232,47,8,59.99
3799,1233,54,3,5.49
4842,1234,222,1,12.99
6943,1234,39,1,59.99
8876,1234,279,1,44.99
10090,1235,199,7,24.99
917,1236,154,7,379.99
10091,1237,179,2,379.99
4372,1238,269,2,16.99
8855,1238,234,6,17.99
7767,1239,19,4,21.99
7680,1240,160,1,199.99
8338,1241,241,8,44.99
4627,1242,94,7,42.99
9735,1242,204,5,24.99
4130,1243,77,4,42.99
8166,1243,165,7,379.99
10092,1244,160,4,199.99
10093,1245,166,7,199.99
10094,1246,223,2,24.99
10095,1247,19,8,21.99
10096,1248,125,7,9.99
7953,1249,72,2,11.99
2828,1250,167,8,69.99
2834,1250,7,2,59.99
10097,1251,40,7,5.49
10098,1252,12,3,15
483,1253,226,2,44.99
3171,1253,235,6,16.99
1572,1254,22,3,18.99
7567,1255,266,2,24.99
1634,1256,90,7,11.99
4711,1256,8,1,21.99
10099,1257,220,7,24.99
5601,1258,183,4,69.99
6554,1258,225,3,24.99
10100,1259,107,3,84.99
171,1260,171,4,69.99
1217,1261,89,8,7.49
7972,1261,237,4,16.99
8392,1261,36,8,18.99
6229,1262,235,3,16.99
7839,1262,130,2,15.99
4667,1263,236,3,12.99
10101,1264,37,8,76.99
871,1265,221,3,17.99
1551,1265,230,2,44.99
379,1266,42,8,15
1136,1266,7,2,59.99
5064,1266,63,6,42.99
5703,1266,144,1,12.99
10102,1267,177,7,379.99
2982,1268,36,2,18.99
6252,1268,37,1,76.99
863,1269,254,7,16.99
5571,1269,130,4,15.99
2549,1270,108,6,9.99
4569,1270,105,7,9.99
5620,1270,117,4,8.99
10103,1271,118,8,8.99
644,1272,187,2,12.99
4993,1272,261,1,24.99
9366,1273,55,4,18.99
10104,1274,188,5,17.99
1235,1275,158,1,379.99
1458,1275,121,1,27.99
10105,1276,62,4,19.99
7463,1277,110,3,8.99
1528,1278,47,5,59.99
3400,1279,14,4,5.49
8838,1279,252,3,16.99
7614,1280,11,7,18.99
7851,1280,260,5,44.99
10106,1281,30,1,76.99
10107,1282,49,5,15
10108,1283,204,1,24.99
3615,1284,56,6,76.99
8249,1284,123,6,27.99
10109,1285,86,7,31.99
5070,1286,149,6,33.99
3264,1287,81,7,19.99
8232,1287,60,8,31.99
10110,1288,52,2,21.99
10111,1289,15,6,15
1603,1290,120,8,9.99
6328,1291,136,1,15.99
6861,1291,137,1,15.99
4693,1292,241,3,44.99
7110,1292,199,5,24.99
7174,1292,19,7,21.99
5051,1293,105,1,9.99
7831,1293,46,2,21.99
9327,1293,73,3,31.99
3697,1294,114,7,9.99
9216,1294,221,4,17.99
9604,1295,128,3,12.99
10112,1296,121,4,27.99
4957,1297,141,3,33.99
1928,1298,74,2,7.49
4155,1299,240,5,17.99
10113,1300,87,8,7.49
770,1301,5,2,21.99
10114,1302,163,5,69.99
225,1303,1,5,18.99
9703,1303,161,3,199.99
8947,1304,195,2,24.99
7191,1305,11,3,18.99
7928,1306,175,6,379.99
2423,1307,59,4,59.99
3549,1307,138,8,33.99
7186,1308,135,1,12.99
8545,1308,214,3,24.99
5269,1309,256,8,24.99
2262,1310,79,2,7.49
10115,1311,246,1,44.99
10116,1312,35,6,21.99
3931,1313,235,1,16.99
4329,1313,167,3,69.99
5233,1313,114,7,9.99
10117,1314,132,4,12.99
8383,1315,65,7,31.99
5569,1316,61,8,19.99
10118,1317,234,4,17.99
3503,1318,89,2,7.49
10119,1319,60,1,31.99
4325,1320,260,7,44.99
5038,1321,136,4,15.99
6186,1321,170,2,379.99
10120,1322,32,8,76.99
10121,1323,156,1,199.99
8537,1324,26,1,5.49
485,1325,4,1,5.49
1232,1325,138,6,33.99
3439,1326,194,5,16.99
10122,1327,116,5,8.99
5097,1328,33,4,59.99
6248,1328,77,6,42.99
1240,1329,30,1,76.99
4068,1329,217,8,24.99
7477,1329,249,2,24.99
2215,1330,162,8,199.99
6584,1330,154,1,379.99
9609,1330,255,6,24.99
2385,1331,83,5,7.49
1120,1332,40,3,5.49
6181,1332,225,3,24.99
1023,1333,243,3,24.99
7135,1333,243,7,24.99
10123,1334,208,5,24.99
10124,1335,13,6,59.99
10125,1336,244,1,24.99
10126,1337,173,3,69.99
10127,1338,172,1,379.99
2581,1339,190,1,44.99
8546,1339,241,6,44.99
10128,1340,101,8,11.99
579,1341,34,5,76.99
7321,1341,251,7,44.99
9278,1342,223,8,24.99
10129,1343,47,3,59.99
4319,1344,67,2,11.99
10130,1345,48,2,15
5744,1346,48,1,15
6277,1346,35,3,21.99
9655,1346,108,6,9.99
5131,1347,88,2,7.49
71,1348,43,1,21.99
10131,1349,99,2,19.99
6738,1350,36,7,18.99
10132,1351,164,2,199.99
2232,1352,194,7,16.99
6024,1352,82,6,11.99
9392,1352,31,3,18.99
1642,1353,11,4,18.99
6527,1354,178,6,69.99
1179,1355,58,6,15
10133,1356,196,8,44.99
6912,1357,171,7,69.99
10134,1358,163,1,69.99
10135,1359,116,3,8.99
9629,1360,101,8,11.99
9682,1361,92,5,42.99
10136,1362,180,4,199.99
4030,1363,83,8,7.49
6462,1364,240,5,17.99
2960,1365,6,8,18.99
10137,1366,252,4,16.99
7328,1367,207,6,24.99
627,1368,141,1,33.99
4279,1368,236,6,12.99
6166,1368,99,6,19.99
4108,1369,165,5,379.99
2108,1370,263,4,24.99
7278,1370,122,4,27.99
3768,1371,80,1,11.99
10138,1372,27,8,5.49
6011,1373,134,4,33.99
4738,1374,72,8,11.99
7434,1374,277,4,12.99
3427,1375,170,3,379.99
714,1376,267,6,16.99
8006,1376,134,5,33.99
10139,1377,165,5,379.99
10140,1378,147,5,15.99
10141,1379,247,1,24.99
10142,1380,177,8,379.99
3146,1381,279,6,44.99
5021,1381,256,4,24.99
6070,1381,181,8,69.99
10143,1382,105,1,9.99
5314,1383,52,2,21.99
1347,1384,183,8,69.99
10144,1385,115,7,8.99
5974,1386,160,1,199.99
9479,1386,64,8,31.99
7587,1387,160,6,199.99
8074,1387,7,8,59.99
10145,1388,256,4,24.99
10146,1389,104,2,19.99
10147,1390,188,8,17.99
10148,1391,135,6,12.99
10149,1392,33,8,59.99
2693,1393,264,8,24.99
5899,1393,125,4,9.99
9705,1394,72,6,11.99
10150,1395,202,7,17.99
10151,1396,76,4,11.99
7745,1397,36,1,18.99
2079,1398,228,6,24.99
7517,1398,213,1,12.99
82,1399,84,8,11.99
6989,1399,273,2,24.99
10152,1400,240,5,17.99
470,1401,44,3,15
588,1401,63,3,42.99
2092,1401,187,8,12.99
6873,1401,276,5,24.99
7988,1401,219,5,24.99
1463,1402,170,8,379.99
7611,1403,108,5,9.99
2874,1404,247,6,24.99
1852,1405,179,7,379.99
2644,1405,42,5,15
4322,1405,27,7,5.49
4021,1406,7,8,59.99
3455,1407,155,1,379.99
8038,1408,257,8,44.99
3998,1409,11,1,18.99
1833,1410,19,7,21.99
2525,1411,276,5,24.99
10153,1412,200,4,16.99
10154,1413,54,6,5.49
2842,1414,130,2,15.99
3376,1414,259,4,12.99
7358,1414,166,2,199.99
8270,1414,130,1,15.99
8863,1414,59,8,59.99
10155,1415,93,6,7.49
10156,1416,95,5,11.99
5076,1417,178,5,69.99
5087,1418,172,1,379.99
3144,1419,236,4,12.99
3513,1420,150,6,33.99
10157,1421,4,2,5.49
5553,1422,242,1,17.99
10158,1423,209,7,24.99
8451,1424,1,2,18.99
10159,1425,192,7,24.99
10160,1426,168,1,199.99
10161,1427,76,3,11.99
1453,1428,144,1,12.99
2494,1428,223,5,24.99
4233,1428,251,4,44.99
946,1429,132,6,12.99
10162,1430,173,6,69.99
7083,1431,187,6,12.99
2188,1432,79,8,7.49
2537,1432,168,7,199.99
8752,1432,263,5,24.99
10163,1433,252,4,16.99
8593,1434,162,4,199.99
10164,1435,152,4,199.99
7059,1436,175,3,379.99
10165,1437,141,5,33.99
2477,1438,240,2,17.99
10166,1439,213,5,12.99
3188,1440,253,1,24.99
1409,1441,279,4,44.99
4589,1441,18,3,18.99
10167,1442,36,4,18.99
3476,1443,194,4,16.99
1251,1444,82,3,11.99
8341,1445,241,1,44.99
6585,1446,126,2,27.99
10168,1447,271,8,24.99
10169,1448,123,5,27.99
10170,1449,30,5,76.99
9851,1450,71,3,7.49
5520,1451,7,2,59.99
3456,1452,274,7,24.99
5667,1452,229,2,12.99
6195,1452,39,8,59.99
5815,1453,191,7,12.99
3787,1454,47,2,59.99
7032,1454,213,3,12.99
10171,1455,152,3,199.99
10172,1456,18,5,18.99
10173,1457,41,4,15
3857,1458,158,1,379.99
5570,1458,259,4,12.99
4916,1459,106,7,27.99
6212,1459,163,7,69.99
10174,1460,190,3,44.99
10175,1461,246,4,44.99
847,1462,37,1,76.99
10176,1463,10,8,5.49
3488,1464,245,3,24.99
6469,1464,93,2,7.49
10177,1465,163,2,69.99
10178,1466,38,6,18.99
1108,1467,196,4,44.99
5403,1467,88,3,7.49
6444,1467,214,3,24.99
8673,1468,111,6,8.99
10179,1469,83,7,7.49
608,1470,251,3,44.99
6845,1470,176,3,69.99
5197,1471,8,4,21.99
5606,1472,42,2,15
5998,1472,195,8,24.99
8955,1472,38,5,18.99
6255,1473,246,2,44.99
3048,1474,236,6,12.99
8184,1474,167,7,69.99
10180,1475,258,7,24.99
10181,1476,248,4,24.99
8609,1477,193,7,17.99
3056,1478,64,6,31.99
4772,1478,95,3,11.99
10182,1479,261,6,24.99
2653,1480,25,1,21.99
2618,1481,64,1,31.99
3229,1482,34,3,76.99
4043,1483,62,2,19.99
10183,1484,117,8,8.99
4213,1485,196,4,44.99
6194,1485,80,5,11.99
8342,1485,181,5,69.99
5788,1486,271,8,24.99
7352,1486,123,8,27.99
9097,1487,189,5,24.99
10184,1488,206,7,16.99
9004,1489,221,6,17.99
10185,1490,96,6,19.99
1473,1491,29,6,76.99
3715,1492,41,2,15
10186,1493,207,4,24.99
5319,1494,195,6,24.99
10187,1495,77,7,42.99
1535,1496,279,8,44.99
8425,1497,246,7,44.99
6406,1498,137,6,15.99
5103,1499,153,3,199.99
322,1500,232,5,17.99
7378,1500,51,2,5.49
10188,1501,105,3,9.99
3533,1502,250,4,24.99
6789,1502,164,5,199.99
1007,1503,67,4,11.99
10189,1504,137,6,15.99
1844,1505,63,1,42.99
8985,1505,260,1,44.99
10190,1506,166,8,199.99
3600,1507,228,3,24.99
4857,1508,91,4,19.99
5082,1508,54,2,5.49
5148,1508,261,8,24.99
181,1509,263,2,24.99
1085,1509,232,5,17.99
5934,1510,28,1,15
6084,1510,208,7,24.99
10191,1511,181,6,69.99
10192,1512,145,1,15.99
9422,1513,259,7,12.99
10193,1514,196,1,44.99
1099,1515,2,4,21.99
9324,1515,120,3,9.99
9519,1516,100,3,19.99
3563,1517,60,6,31.99
4542,1517,189,6,24.99
2957,1518,38,7,18.99
10194,1519,34,7,76.99
3099,1520,109,7,84.99
10195,1521,134,5,33.99
2098,1522,261,6,24.99
8157,1522,255,4,24.99
10196,1523,252,1,16.99
5044,1524,11,7,18.99
10197,1525,182,6,379.99
7931,1526,92,5,42.99
5799,1527,26,1,5.49
5912,1528,35,1,21.99
7412,1528,184,7,24.99
10198,1529,260,3,44.99
10199,1530,46,4,21.99
1192,1531,107,7,84.99
7465,1531,26,8,5.49
7705,1531,52,4,21.99
10200,1532,200,7,16.99
7555,1533,88,5,7.49
3613,1534,222,2,12.99
8121,1534,119,4,9.99
5128,1535,124,5,84.99
3989,1536,52,7,21.99
7493,1536,101,8,11.99
8873,1536,233,8,24.99
5342,1537,276,4,24.99
8652,1537,272,4,24.99
10201,1538,213,4,12.99
9842,1539,169,8,379.99
10202,1540,71,6,7.49
4477,1541,157,5,69.99
5633,1541,106,4,27.99
9070,1541,236,1,12.99
9034,1542,49,1,15
10203,1543,183,5,69.99
651,1544,51,2,5.49
909,1544,8,4,21.99
777,1545,230,1,44.99
2779,1546,253,8,24.99
949,1547,21,2,18.99
6937,1548,47,1,59.99
10204,1549,202,8,17.99
10205,1550,196,2,44.99
7678,1551,110,7,8.99
9488,1551,78,8,31.99
3290,1552,11,1,18.99
10206,1553,16,3,21.99
6112,1554,228,7,24.99
6965,1555,186,4,16.99
6110,1556,74,1,7.49
1983,1557,194,1,16.99
501,1558,20,8,59.99
6231,1559,73,3,31.99
9001,1559,93,7,7.49
1156,1560,163,4,69.99
5555,1561,64,6,31.99
1518,1562,184,1,24.99
10207,1563,64,7,31.99
1105,1564,86,2,31.99
10208,1565,16,1,21.99
1569,1566,40,3,5.49
4942,1566,182,1,379.99
5431,1567,154,6,379.99
8376,1567,10,2,5.49
10209,1568,164,7,199.99
8704,1569,85,8,42.99
3972,1570,181,4,69.99
9087,1571,134,8,33.99
10210,1572,99,2,19.99
10211,1573,141,2,33.99
6221,1574,144,1,12.99
5417,1575,70,6,31.99
6905,1576,206,4,16.99
10212,1577,243,1,24.99
4578,1578,254,6,16.99
7648,1578,21,6,18.99
9369,1578,213,5,12.99
580,1579,157,7,69.99
1106,1579,78,2,31.99
7181,1580,99,3,19.99
8052,1580,202,5,17.99
5259,1581,173,1,69.99
10213,1582,64,8,31.99
940,1583,252,1,16.99
7507,1583,89,7,7.49
8151,1583,231,3,24.99
9495,1583,107,4,84.99
2307,1584,200,6,16.99
2956,1585,225,3,24.99
9055,1585,130,1,15.99
10214,1586,24,6,59.99
4607,1587,271,5,24.99
10215,1588,28,4,15
2393,1589,36,6,18.99
1286,1590,249,7,24.99
10216,1591,64,3,31.99
10217,1592,193,1,17.99
10218,1593,138,2,33.99
5140,1594,154,2,379.99
7967,1594,137,6,15.99
10219,1595,77,5,42.99
10220,1596,21,7,18.99
6203,1597,277,2,12.99
10221,1598,21,4,18.99
10222,1599,14,5,5.49
2964,1600,224,6,24.99
4154,1601,175,7,379.99
10223,1602,222,2,12.99
2166,1603,188,1,17.99
6373,1603,278,6,12.99
10224,1604,67,2,11.99
5801,1605,82,1,11.99
2293,1606,135,8,12.99
3212,1607,106,3,27.99
9729,1607,115,4,8.99
1760,1608,78,6,31.99
5684,1608,168,4,199.99
1970,1609,87,1,7.49
6703,1609,1,4,18.99
10225,1610,104,7,19.99
9642,1611,64,4,31.99
10226,1612,200,4,16.99
3467,1613,50,6,15
10227,1614,196,3,44.99
805,1615,48,6,15
10228,1616,120,8,9.99
1861,1617,22,1,18.99
10229,1618,1,4,18.99
6481,1619,27,4,5.49
7385,1619,94,7,42.99
2413,1620,1,7,18.99
2885,1621,227,4,24.99
10230,1622,244,6,24.99
10231,1623,202,7,17.99
4608,1624,170,8,379.99
10232,1625,188,8,17.99
7500,1626,257,7,44.99
5298,1627,245,7,24.99
7295,1627,205,5,24.99
10233,1628,121,1,27.99
10234,1629,79,5,7.49
10235,1630,238,1,24.99
6780,1631,123,2,27.99
8194,1631,6,3,18.99
10236,1632,1,2,18.99
8728,1633,40,2,5.49
9042,1634,265,1,24.99
227,1635,26,7,5.49
213,1636,228,6,24.99
7126,1636,117,3,8.99
6891,1637,109,6,84.99
10237,1638,159,6,69.99
10238,1639,259,3,12.99
10239,1640,262,1,24.99
10240,1641,142,7,12.99
10241,1642,167,6,69.99
10242,1643,2,4,21.99
1923,1644,156,7,199.99
10243,1645,211,4,24.99
10244,1646,108,3,9.99
6345,1647,62,5,19.99
2129,1648,58,7,15
4640,1648,65,7,31.99
2552,1649,90,4,11.99
7744,1649,41,3,15
5830,1650,147,5,15.99
7824,1651,245,6,24.99
10245,1652,183,3,69.99
9814,1653,191,3,12.99
458,1654,244,3,24.99
8953,1654,191,6,12.99
1600,1655,252,1,16.99
6593,1656,12,4,15
5770,1657,31,2,18.99
7370,1658,258,8,24.99
3547,1659,232,1,17.99
5339,1659,213,1,12.99
10246,1660,169,8,379.99
8416,1661,132,5,12.99
2997,1662,48,8,15
2135,1663,271,4,24.99
466,1664,11,3,18.99
10247,1665,74,6,7.49
406,1666,164,8,199.99
7955,1666,271,3,24.99
10248,1667,260,5,44.99
10249,1668,205,7,24.99
3633,1669,226,7,44.99
6560,1669,251,7,44.99
4320,1670,32,2,76.99
6779,1670,111,1,8.99
9760,1670,48,7,15
6485,1671,228,4,24.99
3109,1672,238,6,24.99
7841,1672,143,1,33.99
859,1673,125,8,9.99
2893,1674,236,3,12.99
1533,1675,50,5,15
4296,1675,119,6,9.99
10250,1676,241,3,44.99
10251,1677,76,1,11.99
6041,1678,87,2,7.49
9145,1678,176,7,69.99
1122,1679,168,4,199.99
1601,1680,55,2,18.99
5990,1680,194,5,16.99
10252,1681,226,6,44.99
1070,1682,255,3,24.99
7799,1682,256,3,24.99
4765,1683,155,8,379.99
10253,1684,81,3,19.99
6953,1685,251,8,44.99
7115,1686,261,3,24.99
3034,1687,64,3,31.99
6382,1687,260,6,44.99
7043,1688,139,4,33.99
4175,1689,129,5,15.99
5462,1689,81,3,19.99
8518,1690,111,8,8.99
615,1691,234,3,17.99
2591,1691,17,2,5.49
605,1692,199,1,24.99
6817,1692,101,2,11.99
10254,1693,249,6,24.99
10255,1694,153,7,199.99
6064,1695,156,7,199.99
10256,1696,222,8,12.99
10257,1697,53,8,59.99
2610,1698,26,3,5.49
9871,1698,202,2,17.99
4420,1699,60,6,31.99
8528,1700,157,1,69.99
5958,1701,156,2,199.99
10258,1702,42,6,15
2017,1703,164,7,199.99
4621,1703,179,6,379.99
6751,1703,110,3,8.99
65,1704,243,4,24.99
1010,1704,53,6,59.99
2498,1705,197,5,24.99
6021,1705,194,3,16.99
1912,1706,196,2,44.99
2636,1706,23,6,18.99
10259,1707,105,8,9.99
6723,1708,60,6,31.99
9524,1708,17,6,5.49
5328,1709,152,4,199.99
8791,1709,17,5,5.49
9832,1709,206,1,16.99
4529,1710,246,7,44.99
2008,1711,202,3,17.99
6433,1711,270,5,24.99
5690,1712,91,4,19.99
6279,1712,196,8,44.99
10260,1713,214,4,24.99
4502,1714,264,8,24.99
6183,1714,106,4,27.99
8458,1715,152,1,199.99
10261,1716,197,2,24.99
10262,1717,72,6,11.99
10263,1718,126,2,27.99
10264,1719,51,6,5.49
10265,1720,37,7,76.99
2771,1721,125,6,9.99
9437,1721,70,8,31.99
10266,1722,70,6,31.99
10267,1723,148,2,12.99
10268,1724,28,1,15
10269,1725,147,6,15.99
7013,1726,100,8,19.99
10270,1727,172,3,379.99
2054,1728,163,6,69.99
4338,1728,145,5,15.99
7805,1729,184,4,24.99
1208,1730,193,1,17.99
2468,1731,140,4,33.99
3748,1732,234,2,17.99
5060,1732,221,5,17.99
8453,1732,147,5,15.99
9047,1732,84,5,11.99
10271,1733,101,3,11.99
10272,1734,38,3,18.99
8075,1735,113,3,9.99
8968,1735,136,5,15.99
9261,1735,83,2,7.49
2251,1736,171,1,69.99
8515,1736,71,2,7.49
241,1737,98,7,11.99
1024,1737,185,2,24.99
3014,1737,71,5,7.49
8741,1737,34,8,76.99
10273,1738,269,2,16.99
3134,1739,206,1,16.99
5437,1739,237,1,16.99
10274,1740,14,2,5.49
10275,1741,40,7,5.49
1331,1742,3,5,76.99
1848,1742,150,3,33.99
1423,1743,276,1,24.99
7627,1743,250,1,24.99
1791,1744,200,8,16.99
5188,1744,179,3,379.99
4735,1745,144,8,12.99
1417,1746,212,5,16.99
4546,1746,233,2,24.99
10276,1747,178,8,69.99
7959,1748,25,8,21.99
8776,1748,77,6,42.99
10277,1749,258,3,24.99
629,1750,183,3,69.99
10278,1751,235,7,16.99
1771,1752,235,7,16.99
1905,1752,22,3,18.99
2077,1752,201,7,24.99
3187,1752,165,6,379.99
8667,1753,129,3,15.99
450,1754,238,2,24.99
