order_id,customer_id,order_total,payment_type,order_status,order_date
1255,255,49.98,Credit Card,Pending,10/30/2024
1256,256,105.92,Debit Card,Completed,4/28/2024
1257,257,174.93,PayPal,Completed,10/3/2024
1258,258,354.93,Credit Card,Pending,8/22/2024
1259,259,254.97,Credit Card,Completed,7/10/2024
1260,260,279.96,Debit Card,Completed,4/1/2024
1261,261,279.8,Credit Card,Completed,12/24/2024
1262,262,82.95,Credit Card,Pending,11/18/2024
1263,263,38.97,Credit Card,Cancelled,8/9/2024
1264,264,615.92,Credit Card,Completed,10/25/2024
1265,265,143.95,PayPal,Pending,10/14/2024
1266,266,510.91,Debit Card,Pending,7/20/2024
1267,267,2659.93,Debit Card,Completed,8/18/2024
1268,268,114.97,Credit Card,Cancelled,5/25/2024
1269,269,182.89,Credit Card,Cancelled,6/11/2024
1270,270,165.83,PayPal,Cancelled,10/1/2024
1271,271,71.92,PayPal,Cancelled,10/17/2024
1272,272,50.97,Credit Card,Completed,11/14/2024
1273,273,75.96,PayPal,Completed,2/1/2024
1274,274,89.95,PayPal,Completed,7/23/2024
1275,275,407.98,Credit Card,Completed,5/11/2024
1276,276,79.96,Credit Card,Completed,11/30/2024
1277,277,26.97,PayPal,Pending,3/14/2024
1278,278,299.95,PayPal,Completed,10/22/2024
1279,279,72.93,Debit Card,Completed,5/6/2024
1280,280,357.88,Credit Card,Completed,10/14/2024
1281,281,76.99,Debit Card,Pending,6/21/2024
1282,282,75,PayPal,Completed,12/24/2024
1283,283,24.99,Credit Card,Cancelled,1/31/2024
1284,284,629.88,Credit Card,Cancelled,2/2/2024
1285,285,223.93,PayPal,Cancelled,5/23/2024
1286,286,203.94,Debit Card,Completed,4/10/2024
1287,287,395.85,Debit Card,Completed,11/17/2024
1288,288,43.98,Debit Card,Completed,10/28/2024
1289,289,90,Debit Card,Completed,12/30/2024
1290,290,79.92,Debit Card,Completed,5/1/2024
1291,291,31.98,Credit Card,Completed,6/3/2024
1292,292,413.85,Debit Card,Pending,12/10/2024
1293,293,149.94,Credit Card,Completed,8/21/2024
1294,294,141.89,Credit Card,Completed,2/14/2024
1295,295,38.97,Credit Card,Pending,3/25/2024
1296,296,111.96,PayPal,Completed,12/11/2024
1297,297,101.97,PayPal,Completed,8/5/2024
1298,298,14.98,PayPal,Pending,12/29/2024
1299,299,89.95,Credit Card,Completed,9/23/2024
1300,300,59.92,Credit Card,Pending,7/17/2024
1301,301,43.98,Credit Card,Completed,12/25/2024
1302,302,349.95,Debit Card,Completed,6/23/2024
1303,303,694.92,PayPal,Completed,6/15/2024
1304,304,49.98,Credit Card,Completed,7/23/2024
1305,305,56.97,Debit Card,Completed,8/7/2024
1306,306,2279.94,PayPal,Pending,3/31/2024
1307,307,511.88,Credit Card,Pending,9/23/2024
1308,308,87.96,Credit Card,Completed,2/14/2024
1309,309,199.92,Credit Card,Completed,4/8/2024
1310,310,14.98,Credit Card,Completed,9/18/2024
1311,311,44.99,Credit Card,Cancelled,7/16/2024
1312,312,131.94,Debit Card,Completed,11/18/2024
1313,313,296.89,Credit Card,Completed,9/27/2024
1314,314,51.96,Credit Card,Pending,1/18/2024
1315,315,223.93,Debit Card,Cancelled,12/28/2024
1316,316,159.92,PayPal,Completed,8/8/2024
1317,317,71.96,Debit Card,Pending,12/21/2024
1318,318,14.98,PayPal,Cancelled,6/5/2024
1319,319,31.99,Debit Card,Completed,7/3/2024
1320,320,314.93,Credit Card,Pending,4/19/2024
1321,321,823.94,Credit Card,Completed,6/14/2024
1322,322,615.92,PayPal,Cancelled,11/20/2024
1323,323,199.99,PayPal,Completed,9/14/2024
1324,324,5.49,PayPal,Pending,4/26/2024
1325,325,209.43,PayPal,Completed,12/21/2024
1326,326,84.95,Debit Card,Completed,12/26/2024
1327,327,44.95,Credit Card,Cancelled,4/25/2024
1328,328,497.9,Credit Card,Cancelled,5/30/2024
1329,329,326.89,Credit Card,Pending,7/3/2024
1330,330,2129.85,Credit Card,Cancelled,2/10/2024
1331,331,37.45,Credit Card,Completed,8/11/2024
1332,332,91.44,Credit Card,Pending,3/31/2024
1333,333,249.9,Credit Card,Completed,7/8/2024
1334,334,124.95,PayPal,Completed,12/13/2024
1335,335,359.94,Credit Card,Completed,4/1/2024
1336,336,24.99,Credit Card,Pending,10/15/2024
1337,337,209.97,PayPal,Pending,4/7/2024
1338,338,379.99,Debit Card,Completed,11/16/2024
1339,339,314.93,Credit Card,Pending,7/27/2024
1340,340,95.92,Debit Card,Completed,10/29/2024
1341,341,699.88,PayPal,Completed,1/10/2024
1342,342,199.92,Debit Card,Completed,2/24/2024
1343,343,179.97,Credit Card,Pending,6/18/2024
1344,344,23.98,Credit Card,Cancelled,4/17/2024
1345,345,30,PayPal,Completed,4/29/2024
1346,346,140.91,PayPal,Pending,1/30/2024
1347,347,14.98,Credit Card,Cancelled,10/9/2024
1348,348,21.99,PayPal,Pending,3/11/2024
1349,349,39.98,PayPal,Completed,4/19/2024
1350,350,132.93,Credit Card,Completed,4/21/2024
1351,351,399.98,Credit Card,Completed,12/16/2024
1352,352,247.84,PayPal,Cancelled,9/28/2024
1353,353,75.96,Credit Card,Cancelled,5/25/2024
1354,354,419.94,PayPal,Completed,4/27/2024
1355,355,90,Credit Card,Pending,7/27/2024
1356,356,359.92,PayPal,Cancelled,11/17/2024
1357,357,489.93,Credit Card,Cancelled,6/5/2024
1358,358,69.99,Debit Card,Pending,5/22/2024
1359,359,26.97,Debit Card,Cancelled,9/28/2024
1360,360,95.92,Credit Card,Pending,3/4/2024
1361,361,214.95,Debit Card,Completed,6/29/2024
1362,362,799.96,Credit Card,Cancelled,3/21/2024
1363,363,59.92,Credit Card,Pending,9/9/2024
1364,364,89.95,Credit Card,Pending,1/11/2024
1365,365,151.92,PayPal,Pending,6/23/2024
1366,366,67.96,PayPal,Cancelled,5/22/2024
1367,367,149.94,Credit Card,Completed,6/9/2024
1368,368,231.87,Credit Card,Completed,7/16/2024
1369,369,1899.95,Credit Card,Completed,10/23/2024
1370,370,211.92,Debit Card,Pending,4/1/2024
1371,371,11.99,PayPal,Completed,4/7/2024
1372,372,43.92,PayPal,Cancelled,10/30/2024
1373,373,135.96,PayPal,Pending,7/14/2024
1374,374,147.88,Credit Card,Pending,7/31/2024
1375,375,1139.97,Credit Card,Pending,5/8/2024
1376,376,271.89,Credit Card,Cancelled,6/29/2024
1377,377,1899.95,PayPal,Cancelled,2/22/2024
1378,378,79.95,Debit Card,Cancelled,1/14/2024
1379,379,24.99,Debit Card,Completed,3/21/2024
1380,380,3039.92,Debit Card,Completed,11/5/2024
1381,381,929.82,Debit Card,Pending,11/2/2024
1382,382,9.99,Credit Card,Completed,4/17/2024
1383,383,43.98,Credit Card,Pending,10/14/2024
1384,384,559.92,Credit Card,Completed,6/14/2024
1385,385,62.93,Debit Card,Cancelled,5/18/2024
1386,386,455.91,PayPal,Completed,8/13/2024
1387,387,1679.86,PayPal,Pending,12/17/2024
1388,388,99.96,Credit Card,Completed,7/12/2024
1389,389,39.98,Credit Card,Completed,8/23/2024
1390,390,143.92,Credit Card,Cancelled,1/16/2024
1391,391,77.94,Credit Card,Pending,11/4/2024
1392,392,479.92,Debit Card,Completed,10/30/2024
1393,393,239.88,PayPal,Cancelled,3/25/2024
1394,394,71.94,Credit Card,Pending,4/17/2024
1395,395,125.93,Credit Card,Cancelled,4/24/2024
1396,396,47.96,Credit Card,Pending,8/1/2024
1397,397,18.99,Credit Card,Cancelled,6/9/2024
1398,398,162.93,Debit Card,Cancelled,4/6/2024
1399,399,145.9,Debit Card,Pending,8/14/2024
1400,400,89.95,Credit Card,Completed,2/21/2024
1401,401,527.79,Debit Card,Completed,2/20/2024
1402,402,3039.92,Credit Card,Completed,1/2/2024
1403,403,49.95,Credit Card,Pending,8/9/2024
1404,404,149.94,PayPal,Cancelled,5/31/2024
1405,405,2773.36,PayPal,Completed,3/31/2024
1406,406,479.92,PayPal,Pending,9/11/2024
1407,407,379.99,PayPal,Completed,5/3/2024
1408,408,359.92,PayPal,Pending,5/20/2024
1409,409,18.99,PayPal,Cancelled,10/6/2024
1410,410,153.93,Debit Card,Cancelled,9/17/2024
1411,411,124.95,Credit Card,Cancelled,6/17/2024
1412,412,67.96,Debit Card,Completed,2/7/2024
1413,413,32.94,PayPal,Completed,10/24/2024
1414,414,979.83,Credit Card,Cancelled,11/23/2024
1415,415,44.94,Credit Card,Cancelled,12/23/2024
1416,416,59.95,Credit Card,Completed,8/1/2024
1417,417,349.95,Debit Card,Completed,8/31/2024
1418,418,379.99,Debit Card,Pending,12/21/2024
1419,419,51.96,Debit Card,Pending,5/10/2024
1420,420,203.94,Credit Card,Completed,8/2/2024
1421,421,10.98,Credit Card,Cancelled,4/12/2024
1422,422,17.99,Debit Card,Completed,9/7/2024
1423,423,174.93,PayPal,Completed,2/13/2024
1424,424,37.98,Debit Card,Completed,12/4/2024
1425,425,174.93,Debit Card,Completed,9/14/2024
1426,426,199.99,Credit Card,Completed,8/11/2024
1427,427,35.97,PayPal,Completed,11/20/2024
1428,428,317.9,Credit Card,Cancelled,10/30/2024
1429,429,77.94,Debit Card,Completed,1/26/2024
1430,430,419.94,PayPal,Pending,2/7/2024
1431,431,77.94,Credit Card,Cancelled,11/3/2024
1432,432,1584.8,Credit Card,Pending,4/23/2024
1433,433,67.96,PayPal,Pending,10/23/2024
1434,434,799.96,PayPal,Completed,6/9/2024
1435,435,799.96,Debit Card,Completed,1/2/2024
1436,436,1139.97,Credit Card,Completed,9/22/2024
1437,437,169.95,Credit Card,Cancelled,3/23/2024
1438,438,35.98,Debit Card,Cancelled,7/8/2024
1439,439,64.95,Credit Card,Completed,5/18/2024
1440,440,24.99,Credit Card,Pending,11/19/2024
1441,441,236.93,Credit Card,Completed,10/28/2024
1442,442,75.96,Debit Card,Completed,4/25/2024
1443,443,67.96,Credit Card,Cancelled,1/17/2024
1444,444,35.97,Credit Card,Completed,12/2/2024
1445,445,44.99,Credit Card,Completed,10/30/2024
1446,446,55.98,Debit Card,Cancelled,12/14/2024
1447,447,199.92,Credit Card,Pending,3/29/2024
1448,448,139.95,Credit Card,Cancelled,12/3/2024
1449,449,384.95,Credit Card,Cancelled,5/9/2024
1450,450,22.47,PayPal,Cancelled,2/5/2024
1451,451,119.98,Credit Card,Completed,12/17/2024
1452,452,680.83,Credit Card,Completed,6/20/2024
1453,453,90.93,PayPal,Completed,4/9/2024
1454,454,158.95,PayPal,Completed,11/4/2024
1455,455,599.97,Credit Card,Completed,3/23/2024
1456,456,94.95,Credit Card,Completed,8/24/2024
1457,457,60,Debit Card,Pending,3/15/2024
1458,458,431.95,PayPal,Cancelled,9/12/2024
1459,459,685.86,Debit Card,Cancelled,9/25/2024
1460,460,134.97,Credit Card,Cancelled,4/22/2024
1461,461,179.96,Debit Card,Completed,8/18/2024
1462,462,76.99,PayPal,Completed,8/27/2024
1463,463,43.92,Credit Card,Pending,12/13/2024
1464,464,89.95,Credit Card,Cancelled,10/9/2024
1465,465,139.98,Debit Card,Pending,8/4/2024
1466,466,113.94,Credit Card,Completed,5/15/2024
1467,467,277.4,PayPal,Completed,8/28/2024
1468,468,53.94,PayPal,Pending,7/24/2024
1469,469,52.43,PayPal,Cancelled,9/30/2024
1470,470,344.94,Credit Card,Completed,11/2/2024
1471,471,87.96,Debit Card,Completed,2/28/2024
1472,472,324.87,Debit Card,Pending,11/2/2024
1473,473,89.98,Debit Card,Cancelled,5/1/2024
1474,474,567.87,Debit Card,Completed,5/22/2024
1475,475,174.93,Credit Card,Cancelled,12/21/2024
1476,476,99.96,Debit Card,Pending,9/5/2024
1477,477,125.93,Debit Card,Cancelled,7/24/2024
1478,478,227.91,PayPal,Cancelled,2/24/2024
1479,479,149.94,Credit Card,Cancelled,3/25/2024
1480,480,21.99,Credit Card,Completed,11/14/2024
1481,481,31.99,Credit Card,Cancelled,12/16/2024
1482,482,230.97,Credit Card,Pending,1/29/2024
1483,483,39.98,Debit Card,Pending,5/20/2024
1484,484,71.92,Debit Card,Cancelled,3/25/2024
1485,485,589.86,Credit Card,Pending,12/17/2024
1486,486,423.84,Debit Card,Completed,3/31/2024
1487,487,124.95,Credit Card,Pending,8/18/2024
1488,488,118.93,Credit Card,Cancelled,7/11/2024
1489,489,107.94,Credit Card,Completed,3/13/2024
1490,490,119.94,Debit Card,Pending,3/24/2024
1491,491,461.94,Credit Card,Completed,3/10/2024
1492,492,30,Credit Card,Cancelled,11/14/2024
1493,493,99.96,PayPal,Pending,2/25/2024
1494,494,149.94,PayPal,Pending,7/26/2024
1495,495,300.93,Debit Card,Completed,4/20/2024
1496,496,359.92,Credit Card,Completed,1/18/2024
1497,497,314.93,Debit Card,Completed,7/22/2024
1498,498,95.94,PayPal,Completed,8/23/2024
1499,499,599.97,Credit Card,Completed,7/17/2024
1500,500,100.93,Debit Card,Cancelled,9/17/2024
1501,501,29.97,Credit Card,Completed,4/4/2024
1502,502,1099.91,Credit Card,Completed,4/16/2024
1503,503,47.96,Credit Card,Pending,10/17/2024
1504,504,95.94,Credit Card,Completed,8/30/2024
1505,505,87.98,Credit Card,Completed,1/4/2024
1506,506,1599.92,Debit Card,Completed,5/26/2024
1507,507,74.97,PayPal,Completed,11/14/2024
1508,508,290.86,Credit Card,Cancelled,6/15/2024
1509,509,139.93,Credit Card,Cancelled,8/18/2024
1510,510,189.93,Credit Card,Completed,12/20/2024
1511,511,419.94,Debit Card,Completed,5/22/2024
1512,512,15.99,Credit Card,Completed,6/6/2024
1513,513,90.93,Credit Card,Cancelled,9/27/2024
1514,514,44.99,Debit Card,Completed,8/27/2024
1515,515,117.93,Debit Card,Cancelled,12/23/2024
1516,516,59.97,Credit Card,Completed,9/25/2024
1517,517,341.88,Debit Card,Completed,7/10/2024
1518,518,132.93,Credit Card,Completed,7/3/2024
1519,519,538.93,Credit Card,Completed,12/26/2024
1520,520,594.93,Credit Card,Pending,4/18/2024
1521,521,169.95,PayPal,Pending,5/2/2024
1522,522,249.9,Debit Card,Completed,12/26/2024
1523,523,16.99,Credit Card,Cancelled,2/27/2024
1524,524,132.93,PayPal,Cancelled,9/27/2024
1525,525,2279.94,Credit Card,Completed,12/11/2024
1526,526,214.95,PayPal,Pending,5/26/2024
1527,527,5.49,Credit Card,Completed,2/27/2024
1528,528,196.92,PayPal,Completed,5/18/2024
1529,529,134.97,PayPal,Cancelled,3/8/2024
1530,530,87.96,PayPal,Pending,5/22/2024
